Pavarde        Vardas         ND1  ND2  ND3  ND4  ND5  EGZ     
Vardas9018     Pavarde9018    4    2    9    6    5    10      
Vardas9019     Pavarde9019    4    10   9    10   7    9       
Vardas9020     Pavarde9020    10   7    3    4    2    7       
Vardas9021     Pavarde9021    8    9    1    6    8    10      
Vardas9022     Pavarde9022    3    6    1    7    3    5       
Vardas9023     Pavarde9023    10   1    9    9    2    4       
Vardas9024     Pavarde9024    9    10   4    8    9    10      
Vardas9025     Pavarde9025    1    1    5    8    3    2       
Vardas9026     Pavarde9026    5    7    2    6    5    4       
Vardas9027     Pavarde9027    9    2    1    6    8    6       
Vardas9028     Pavarde9028    2    2    1    10   1    4       
Vardas9029     Pavarde9029    7    8    6    6    8    10      
Vardas9030     Pavarde9030    4    7    3    10   4    8       
Vardas9031     Pavarde9031    8    1    4    5    3    2       
Vardas9032     Pavarde9032    3    2    5    4    8    3       
Vardas9033     Pavarde9033    2    8    4    5    7    7       
Vardas9034     Pavarde9034    8    2    1    6    2    5       
Vardas9035     Pavarde9035    5    6    8    2    10   2       
Vardas9036     Pavarde9036    10   4    7    1    8    4       
Vardas9037     Pavarde9037    2    7    10   3    3    4       
Vardas9038     Pavarde9038    8    4    4    6    8    6       
Vardas9039     Pavarde9039    9    6    4    7    3    8       
Vardas9040     Pavarde9040    4    2    5    8    9    8       
Vardas9041     Pavarde9041    1    6    3    1    4    9       
Vardas9042     Pavarde9042    9    6    10   8    10   1       
Vardas9043     Pavarde9043    6    2    6    9    10   10      
Vardas9044     Pavarde9044    6    10   9    9    5    8       
Vardas9045     Pavarde9045    6    10   8    8    8    8       
Vardas9046     Pavarde9046    1    2    7    10   9    10      
Vardas9047     Pavarde9047    3    5    7    2    8    9       
Vardas9048     Pavarde9048    1    1    6    8    8    5       
Vardas9049     Pavarde9049    7    1    6    4    2    6       
Vardas9050     Pavarde9050    1    9    2    3    4    2       
Vardas9051     Pavarde9051    7    3    9    9    1    3       
Vardas9052     Pavarde9052    6    1    2    5    2    3       
Vardas9053     Pavarde9053    10   3    2    3    1    6       
Vardas9054     Pavarde9054    10   2    6    10   7    9       
Vardas9055     Pavarde9055    3    1    1    7    10   5       
Vardas9056     Pavarde9056    7    4    5    7    10   2       
Vardas9057     Pavarde9057    9    9    9    9    4    9       
Vardas9058     Pavarde9058    6    1    8    10   5    6       
Vardas9059     Pavarde9059    10   1    10   2    7    9       
Vardas9060     Pavarde9060    3    6    3    4    8    6       
Vardas9061     Pavarde9061    9    2    7    1    3    9       
Vardas9062     Pavarde9062    2    3    1    3    1    7       
Vardas9063     Pavarde9063    10   7    10   8    3    5       
Vardas9064     Pavarde9064    2    7    4    9    1    6       
Vardas9065     Pavarde9065    10   5    4    4    4    7       
Vardas9066     Pavarde9066    3    9    4    1    1    1       
Vardas9067     Pavarde9067    9    6    3    7    10   9       
Vardas9068     Pavarde9068    9    8    10   3    2    9       
Vardas9069     Pavarde9069    8    10   10   8    7    8       
Vardas9070     Pavarde9070    4    7    2    2    9    4       
Vardas9071     Pavarde9071    4    10   2    5    7    7       
Vardas9072     Pavarde9072    1    9    1    2    4    8       
Vardas9073     Pavarde9073    1    5    10   1    10   10      
Vardas9074     Pavarde9074    10   8    9    5    5    9       
Vardas9075     Pavarde9075    2    4    5    5    4    10      
Vardas9076     Pavarde9076    1    2    10   7    9    1       
Vardas9077     Pavarde9077    1    9    1    3    3    9       
Vardas9078     Pavarde9078    1    4    2    9    5    9       
Vardas9079     Pavarde9079    8    2    4    10   1    5       
Vardas9080     Pavarde9080    7    1    4    1    2    7       
Vardas9081     Pavarde9081    1    7    3    7    3    9       
Vardas9082     Pavarde9082    7    2    2    10   4    4       
Vardas9083     Pavarde9083    3    9    4    8    6    1       
Vardas9084     Pavarde9084    3    7    3    6    1    2       
Vardas9085     Pavarde9085    1    9    7    6    1    1       
Vardas9086     Pavarde9086    3    3    1    6    3    2       
Vardas9087     Pavarde9087    7    2    7    4    8    8       
Vardas9088     Pavarde9088    8    7    7    10   6    1       
Vardas9089     Pavarde9089    1    4    1    5    7    3       
Vardas9090     Pavarde9090    5    5    9    9    8    3       
Vardas9091     Pavarde9091    4    8    5    3    3    5       
Vardas9092     Pavarde9092    7    6    1    3    2    8       
Vardas9093     Pavarde9093    5    5    7    6    8    7       
Vardas9094     Pavarde9094    5    9    8    8    4    2       
Vardas9095     Pavarde9095    8    1    10   4    9    8       
Vardas9096     Pavarde9096    2    3    6    7    8    8       
Vardas9097     Pavarde9097    8    1    9    10   10   1       
Vardas9098     Pavarde9098    10   6    4    4    4    10      
Vardas9099     Pavarde9099    3    9    9    9    4    2       
Vardas9100     Pavarde9100    10   2    5    2    8    10      
Vardas9101     Pavarde9101    6    8    5    1    7    1       
Vardas9102     Pavarde9102    10   9    6    1    9    1       
Vardas9103     Pavarde9103    2    4    9    3    5    3       
Vardas9104     Pavarde9104    7    9    5    10   7    1       
Vardas9105     Pavarde9105    3    10   1    10   7    8       
Vardas9106     Pavarde9106    3    6    1    7    7    2       
Vardas9107     Pavarde9107    4    6    1    9    2    9       
Vardas9108     Pavarde9108    10   6    10   8    3    7       
Vardas9109     Pavarde9109    6    1    2    6    6    5       
Vardas9110     Pavarde9110    9    8    8    1    4    4       
Vardas9111     Pavarde9111    6    7    4    1    5    9       
Vardas9112     Pavarde9112    2    3    9    9    1    9       
Vardas9113     Pavarde9113    8    6    8    3    1    10      
Vardas9114     Pavarde9114    10   9    2    5    4    7       
Vardas9115     Pavarde9115    3    4    2    6    8    5       
Vardas9116     Pavarde9116    5    3    6    2    8    5       
Vardas9117     Pavarde9117    1    6    7    7    9    10      
Vardas9118     Pavarde9118    1    5    9    3    5    5       
Vardas9119     Pavarde9119    7    10   4    8    8    7       
Vardas9120     Pavarde9120    10   1    4    9    4    4       
Vardas9121     Pavarde9121    2    2    2    4    2    2       
Vardas9122     Pavarde9122    2    7    7    6    1    5       
Vardas9123     Pavarde9123    1    3    6    9    10   1       
Vardas9124     Pavarde9124    9    9    5    9    3    2       
Vardas9125     Pavarde9125    4    3    6    5    4    8       
Vardas9126     Pavarde9126    3    5    6    5    10   3       
Vardas9127     Pavarde9127    10   7    4    2    5    3       
Vardas9128     Pavarde9128    2    7    7    4    3    10      
Vardas9129     Pavarde9129    1    1    9    8    4    9       
Vardas9130     Pavarde9130    1    8    8    2    2    2       
Vardas9131     Pavarde9131    4    5    2    6    2    8       
Vardas9132     Pavarde9132    1    7    10   8    6    7       
Vardas9133     Pavarde9133    8    9    6    6    2    10      
Vardas9134     Pavarde9134    8    8    6    3    6    5       
Vardas9135     Pavarde9135    10   5    2    8    1    2       
Vardas9136     Pavarde9136    2    3    4    4    3    4       
Vardas9137     Pavarde9137    3    6    7    10   6    7       
Vardas9138     Pavarde9138    3    9    1    8    5    3       
Vardas9139     Pavarde9139    8    7    5    4    2    8       
Vardas9140     Pavarde9140    10   1    3    3    7    3       
Vardas9141     Pavarde9141    5    4    6    6    3    6       
Vardas9142     Pavarde9142    3    1    6    7    7    5       
Vardas9143     Pavarde9143    7    8    7    1    1    7       
Vardas9144     Pavarde9144    6    3    8    4    5    5       
Vardas9145     Pavarde9145    3    8    9    5    8    1       
Vardas9146     Pavarde9146    7    5    2    10   2    8       
Vardas9147     Pavarde9147    7    3    10   8    1    4       
Vardas9148     Pavarde9148    10   8    5    7    10   10      
Vardas9149     Pavarde9149    10   6    4    1    1    6       
Vardas9150     Pavarde9150    8    8    1    3    9    10      
Vardas9151     Pavarde9151    2    7    5    7    4    5       
Vardas9152     Pavarde9152    8    7    7    6    8    7       
Vardas9153     Pavarde9153    1    1    6    6    9    10      
Vardas9154     Pavarde9154    5    3    6    3    7    10      
Vardas9155     Pavarde9155    7    9    8    10   10   1       
Vardas9156     Pavarde9156    6    5    10   2    9    10      
Vardas9157     Pavarde9157    6    3    3    10   8    8       
Vardas9158     Pavarde9158    6    2    9    2    3    4       
Vardas9159     Pavarde9159    10   10   6    8    3    8       
Vardas9160     Pavarde9160    1    7    9    4    8    7       
Vardas9161     Pavarde9161    9    8    5    6    8    8       
Vardas9162     Pavarde9162    9    7    1    2    6    1       
Vardas9163     Pavarde9163    6    9    4    10   7    3       
Vardas9164     Pavarde9164    1    10   7    3    6    2       
Vardas9165     Pavarde9165    9    7    10   10   10   2       
Vardas9166     Pavarde9166    8    10   5    6    7    2       
Vardas9167     Pavarde9167    8    8    8    7    3    1       
Vardas9168     Pavarde9168    4    5    2    3    6    10      
Vardas9169     Pavarde9169    10   8    6    4    8    10      
Vardas9170     Pavarde9170    1    5    10   10   3    2       
Vardas9171     Pavarde9171    2    4    4    5    8    1       
Vardas9172     Pavarde9172    4    8    8    9    1    2       
Vardas9173     Pavarde9173    2    8    3    5    5    9       
Vardas9174     Pavarde9174    2    9    7    4    1    5       
Vardas9175     Pavarde9175    8    10   3    9    1    7       
Vardas9176     Pavarde9176    7    3    4    5    5    5       
Vardas9177     Pavarde9177    8    3    6    7    9    5       
Vardas9178     Pavarde9178    7    7    4    6    6    5       
Vardas9179     Pavarde9179    3    10   9    8    10   7       
Vardas9180     Pavarde9180    3    9    10   3    9    9       
Vardas9181     Pavarde9181    9    5    3    4    1    1       
Vardas9182     Pavarde9182    10   10   9    1    10   8       
Vardas9183     Pavarde9183    5    6    6    2    8    7       
Vardas9184     Pavarde9184    7    6    3    8    8    1       
Vardas9185     Pavarde9185    2    9    8    1    8    9       
Vardas9186     Pavarde9186    5    4    7    10   5    3       
Vardas9187     Pavarde9187    9    9    9    1    3    3       
Vardas9188     Pavarde9188    6    10   6    2    4    4       
Vardas9189     Pavarde9189    6    8    6    6    4    10      
Vardas9190     Pavarde9190    7    2    1    1    10   10      
Vardas9191     Pavarde9191    6    4    3    8    9    4       
Vardas9192     Pavarde9192    1    8    9    3    10   9       
Vardas9193     Pavarde9193    4    3    8    10   10   5       
Vardas9194     Pavarde9194    9    7    2    5    4    6       
Vardas9195     Pavarde9195    4    2    4    4    6    7       
Vardas9196     Pavarde9196    4    7    5    8    2    8       
Vardas9197     Pavarde9197    10   1    1    1    10   1       
Vardas9198     Pavarde9198    3    1    8    5    9    4       
Vardas9199     Pavarde9199    2    7    5    6    9    4       
Vardas9200     Pavarde9200    3    6    3    2    2    5       
Vardas9201     Pavarde9201    2    8    2    7    8    4       
Vardas9202     Pavarde9202    5    6    8    3    3    7       
Vardas9203     Pavarde9203    2    7    5    8    1    3       
Vardas9204     Pavarde9204    7    7    6    2    10   6       
Vardas9205     Pavarde9205    4    5    3    5    6    10      
Vardas9206     Pavarde9206    9    4    1    7    4    1       
Vardas9207     Pavarde9207    9    4    3    9    1    4       
Vardas9208     Pavarde9208    8    2    7    9    4    2       
Vardas9209     Pavarde9209    1    3    1    5    4    9       
Vardas9210     Pavarde9210    8    1    1    2    8    6       
Vardas9211     Pavarde9211    2    10   5    2    4    4       
Vardas9212     Pavarde9212    1    2    5    9    8    9       
